,Property,Image1,Image2,contrast11,contrast12,contrast13,contrast14,contrast_avg1,contrast21,contrast22,contrast23,contrast24,contrast_avg2,dissimilarity11,dissimilarity12,dissimilarity13,dissimilarity14,dissimilarity_avg1,dissimilarity21,dissimilarity22,dissimilarity23,dissimilarity24,dissimilarity_avg2,homogeneity11,homogeneity12,homogeneity13,homogeneity14,homogeneity_avg1,homogeneity21,homogeneity22,homogeneity23,homogeneity24,homogeneity_avg_2,energy_feature11,energy_feature12,energy_feature13,energy_feature14,energy_feature_avg1,energy_feature21,energy_feature22,energy_feature23,energy_feature24,energy_feature_avg2,correlation_feature11,correlation_feature12,correlation_feature13,correlation_feature14,correlation_feature_avg1,correlation_feature21,correlation_feature22,correlation_feature23,correlation_feature24,correlation_feature_avg2,asm_feature11,asm_feature12,asm_feature13,asm_feature14,asm_feature_avg1,asm_feature21,asm_feature22,asm_feature23,asm_feature24,asm_feature_avg2,PIQ_DISTS,Cosine similarity,td_b7,vents_count_1,vents_count_2,common_vents_count,similarity_ratio,label
1589,20992,2016-09-09_10.jpeg,2017-05-04_9.jpeg,1.79,3.29,2.23,3.21,2.63,1.66,3.23,2.30,3.10,2.57,0.57,0.77,0.61,0.80,0.69,0.57,0.80,0.66,0.79,0.70,0.79,0.77,0.80,0.75,0.78,0.79,0.75,0.77,0.75,0.77,0.39,0.37,0.38,0.37,0.38,0.38,0.37,0.38,0.37,0.37,0.96,0.93,0.96,0.94,0.95,0.97,0.93,0.95,0.94,0.95,0.15,0.14,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.10,0.85,5.70,0.00,2.00,0.00,1.00,N
1590,20992,2017-05-04_9.jpeg,2017-08-17_8.jpeg,1.66,3.23,2.30,3.10,2.57,2.34,3.75,2.40,3.88,3.09,0.57,0.80,0.66,0.79,0.70,0.68,0.81,0.62,0.89,0.75,0.79,0.75,0.77,0.75,0.77,0.77,0.76,0.80,0.74,0.77,0.38,0.37,0.38,0.37,0.37,0.38,0.37,0.38,0.37,0.38,0.97,0.93,0.95,0.94,0.95,0.96,0.94,0.96,0.94,0.95,0.14,0.14,0.14,0.14,0.14,0.15,0.14,0.15,0.14,0.14,0.12,0.71,4.87,2.00,2.00,1.00,0.50,N
1591,20992,2017-08-17_8.jpeg,2018-03-13_7.jpeg,2.34,3.75,2.40,3.88,3.09,1.69,3.60,2.59,3.49,2.84,0.68,0.81,0.62,0.89,0.75,0.56,0.78,0.62,0.80,0.69,0.77,0.76,0.80,0.74,0.77,0.80,0.77,0.81,0.76,0.78,0.38,0.37,0.38,0.37,0.38,0.39,0.38,0.38,0.38,0.38,0.96,0.94,0.96,0.94,0.95,0.96,0.92,0.95,0.93,0.94,0.15,0.14,0.15,0.14,0.14,0.15,0.14,0.15,0.14,0.14,0.13,0.78,5.24,2.00,2.00,1.00,0.50,N
1592,20992,2018-03-13_7.jpeg,2018-07-08_6.jpeg,1.69,3.60,2.59,3.49,2.84,1.51,2.55,1.44,2.42,1.98,0.56,0.78,0.62,0.80,0.69,0.52,0.65,0.45,0.68,0.58,0.80,0.77,0.81,0.76,0.78,0.81,0.79,0.84,0.77,0.80,0.39,0.38,0.38,0.38,0.38,0.39,0.38,0.39,0.37,0.38,0.96,0.92,0.95,0.93,0.94,0.97,0.94,0.97,0.95,0.96,0.15,0.14,0.15,0.14,0.14,0.15,0.14,0.15,0.14,0.15,0.15,0.85,5.56,2.00,2.00,1.00,0.50,N
1593,20992,2018-07-08_6.jpeg,2019-03-25_5.jpeg,1.51,2.55,1.44,2.42,1.98,2.71,4.20,2.55,4.29,3.44,0.52,0.65,0.45,0.68,0.58,0.80,0.94,0.69,1.02,0.86,0.81,0.79,0.84,0.77,0.80,0.74,0.72,0.77,0.71,0.73,0.39,0.38,0.39,0.37,0.38,0.37,0.36,0.37,0.36,0.37,0.97,0.94,0.97,0.95,0.96,0.95,0.92,0.95,0.91,0.93,0.15,0.14,0.15,0.14,0.15,0.14,0.13,0.14,0.13,0.14,0.12,0.83,5.43,2.00,1.00,1.00,0.50,N
1594,20992,2019-03-25_5.jpeg,2019-04-20_4.jpeg,2.71,4.20,2.55,4.29,3.44,1.21,2.35,1.81,2.60,1.99,0.80,0.94,0.69,1.02,0.86,0.44,0.63,0.54,0.65,0.57,0.74,0.72,0.77,0.71,0.73,0.83,0.80,0.82,0.80,0.81,0.37,0.36,0.37,0.36,0.37,0.39,0.38,0.39,0.38,0.38,0.95,0.92,0.95,0.91,0.93,0.97,0.95,0.96,0.94,0.95,0.14,0.13,0.14,0.13,0.14,0.15,0.14,0.15,0.14,0.15,0.16,0.83,5.42,1.00,2.00,1.00,0.50,N
1595,20992,2019-04-20_4.jpeg,2019-08-25_3.jpeg,1.21,2.35,1.81,2.60,1.99,1.38,2.57,1.62,2.63,2.05,0.44,0.63,0.54,0.65,0.57,0.37,0.57,0.44,0.58,0.49,0.83,0.80,0.82,0.80,0.81,0.88,0.84,0.86,0.83,0.85,0.39,0.38,0.39,0.38,0.38,0.41,0.39,0.40,0.39,0.40,0.97,0.95,0.96,0.94,0.95,0.97,0.95,0.97,0.95,0.96,0.15,0.14,0.15,0.14,0.15,0.16,0.15,0.16,0.15,0.16,0.10,0.94,6.48,2.00,1.00,1.00,0.50,N
1596,20992,2019-08-25_3.jpeg,2020-03-31_2.jpeg,1.38,2.57,1.62,2.63,2.05,1.74,2.92,1.81,2.68,2.29,0.37,0.57,0.44,0.58,0.49,0.64,0.82,0.64,0.82,0.73,0.88,0.84,0.86,0.83,0.85,0.76,0.73,0.77,0.72,0.75,0.41,0.39,0.40,0.39,0.40,0.38,0.37,0.38,0.37,0.37,0.97,0.95,0.97,0.95,0.96,0.95,0.92,0.95,0.92,0.94,0.16,0.15,0.16,0.15,0.16,0.14,0.13,0.14,0.13,0.14,0.19,0.76,5.15,1.00,3.00,1.00,0.33,Y
1597,20992,2020-03-31_2.jpeg,2020-08-31_1.jpeg,1.74,2.92,1.81,2.68,2.29,1.67,2.81,1.61,2.67,2.19,0.64,0.82,0.64,0.82,0.73,0.56,0.72,0.54,0.75,0.64,0.76,0.73,0.77,0.72,0.75,0.79,0.77,0.81,0.75,0.78,0.38,0.37,0.38,0.37,0.37,0.38,0.37,0.38,0.37,0.37,0.95,0.92,0.95,0.92,0.94,0.96,0.93,0.96,0.94,0.95,0.14,0.13,0.14,0.13,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.86,5.94,3.00,4.00,3.00,0.75,N
1598,20993,2016-09-09_11.jpeg,2017-05-04_10.jpeg,2.02,3.90,2.09,3.28,2.82,2.08,4.18,2.25,3.34,2.96,0.38,0.58,0.39,0.54,0.47,0.38,0.59,0.40,0.53,0.48,0.89,0.87,0.90,0.87,0.88,0.90,0.87,0.90,0.87,0.88,0.58,0.57,0.58,0.57,0.57,0.58,0.57,0.58,0.57,0.58,0.98,0.96,0.98,0.96,0.97,0.98,0.95,0.98,0.96,0.97,0.34,0.32,0.34,0.32,0.33,0.34,0.32,0.34,0.33,0.33,0.12,0.86,5.75,1.00,0.00,0.00,1.00,N
1599,20993,2017-05-04_10.jpeg,2017-08-17_9.jpeg,2.08,4.18,2.25,3.34,2.96,1.79,3.44,1.79,2.86,2.47,0.38,0.59,0.40,0.53,0.48,0.34,0.52,0.35,0.47,0.42,0.90,0.87,0.90,0.87,0.88,0.91,0.88,0.91,0.88,0.89,0.58,0.57,0.58,0.57,0.58,0.58,0.57,0.58,0.57,0.58,0.98,0.95,0.98,0.96,0.97,0.98,0.96,0.98,0.97,0.97,0.34,0.32,0.34,0.33,0.33,0.34,0.33,0.34,0.33,0.33,0.13,0.81,5.37,0.00,0.00,0.00,-1.00,N
1600,20993,2017-08-17_9.jpeg,2018-03-13_8.jpeg,1.79,3.44,1.79,2.86,2.47,1.83,3.47,1.87,2.97,2.53,0.34,0.52,0.35,0.47,0.42,0.40,0.57,0.39,0.55,0.48,0.91,0.88,0.91,0.88,0.89,0.88,0.86,0.89,0.85,0.87,0.58,0.57,0.58,0.57,0.58,0.57,0.56,0.57,0.56,0.56,0.98,0.96,0.98,0.97,0.97,0.98,0.96,0.98,0.96,0.97,0.34,0.33,0.34,0.33,0.33,0.32,0.31,0.32,0.31,0.32,0.15,0.78,4.96,0.00,2.00,0.00,1.00,N
1603,20993,2019-03-25_6.jpeg,2019-05-05_5.jpeg,1.97,3.77,2.01,3.25,2.75,1.81,3.29,1.68,2.85,2.41,0.38,0.58,0.39,0.55,0.47,0.38,0.56,0.37,0.52,0.46,0.89,0.86,0.89,0.87,0.88,0.89,0.86,0.89,0.86,0.88,0.57,0.56,0.57,0.56,0.57,0.58,0.57,0.58,0.57,0.57,0.98,0.96,0.98,0.96,0.97,0.98,0.96,0.98,0.97,0.97,0.32,0.31,0.33,0.31,0.32,0.33,0.32,0.33,0.32,0.33,0.23,0.58,3.89,2.00,0.00,0.00,1.00,N
1604,20993,2019-05-05_5.jpeg,2019-08-25_4.jpeg,1.81,3.29,1.68,2.85,2.41,1.39,2.70,1.46,2.28,1.96,0.38,0.56,0.37,0.52,0.46,0.34,0.52,0.36,0.48,0.42,0.89,0.86,0.89,0.86,0.88,0.89,0.86,0.89,0.86,0.88,0.58,0.57,0.58,0.57,0.57,0.57,0.56,0.57,0.56,0.57,0.98,0.96,0.98,0.97,0.97,0.98,0.95,0.97,0.96,0.97,0.33,0.32,0.33,0.32,0.33,0.33,0.31,0.33,0.32,0.32,0.18,0.77,5.21,0.00,0.00,0.00,-1.00,N
1605,20993,2019-08-25_4.jpeg,2019-08-26_3.jpeg,1.39,2.70,1.46,2.28,1.96,1.36,2.59,1.48,2.31,1.93,0.34,0.52,0.36,0.48,0.42,0.34,0.50,0.35,0.48,0.42,0.89,0.86,0.89,0.86,0.88,0.90,0.86,0.89,0.87,0.88,0.57,0.56,0.57,0.56,0.57,0.57,0.56,0.58,0.57,0.57,0.98,0.95,0.97,0.96,0.97,0.97,0.95,0.97,0.95,0.96,0.33,0.31,0.33,0.32,0.32,0.33,0.32,0.33,0.32,0.32,0.15,0.80,5.30,0.00,0.00,0.00,-1.00,N
1606,20993,2019-08-26_3.jpeg,2020-03-31_2.jpeg,1.36,2.59,1.48,2.31,1.93,1.53,3.08,1.81,2.63,2.26,0.34,0.50,0.35,0.48,0.42,0.46,0.66,0.48,0.64,0.56,0.90,0.86,0.89,0.87,0.88,0.85,0.81,0.85,0.81,0.83,0.57,0.56,0.58,0.57,0.57,0.58,0.57,0.58,0.57,0.57,0.97,0.95,0.97,0.95,0.96,0.95,0.90,0.94,0.92,0.93,0.33,0.32,0.33,0.32,0.32,0.33,0.32,0.33,0.32,0.33,0.12,0.83,5.73,1.00,1.00,1.00,1.00,N
1607,20993,2020-03-31_2.jpeg,2020-08-31_1.jpeg,1.53,3.08,1.81,2.63,2.26,1.56,2.82,1.55,2.47,2.10,0.46,0.66,0.48,0.64,0.56,0.43,0.59,0.41,0.57,0.50,0.85,0.81,0.85,0.81,0.83,0.86,0.83,0.87,0.83,0.85,0.58,0.57,0.58,0.57,0.57,0.57,0.56,0.57,0.56,0.57,0.95,0.90,0.94,0.92,0.93,0.96,0.93,0.96,0.94,0.95,0.33,0.32,0.33,0.32,0.33,0.33,0.31,0.33,0.32,0.32,0.09,0.85,5.63,1.00,1.00,1.00,1.00,N
1608,20994,2016-09-09_9.jpeg,2017-04-28_8.jpeg,1.04,1.37,0.77,1.39,1.14,1.30,1.71,0.78,1.79,1.39,0.54,0.61,0.46,0.62,0.56,0.51,0.58,0.38,0.60,0.52,0.77,0.75,0.79,0.75,0.77,0.80,0.79,0.84,0.78,0.80,0.33,0.32,0.34,0.32,0.33,0.30,0.29,0.31,0.29,0.30,0.90,0.87,0.93,0.87,0.89,0.92,0.90,0.96,0.89,0.92,0.11,0.10,0.11,0.10,0.11,0.09,0.08,0.09,0.08,0.09,0.17,0.64,4.20,1.00,1.00,1.00,1.00,N
1609,20994,2017-04-28_8.jpeg,2017-08-21_7.jpeg,1.30,1.71,0.78,1.79,1.39,1.28,1.67,0.81,1.75,1.37,0.51,0.58,0.38,0.60,0.52,0.52,0.60,0.41,0.61,0.54,0.80,0.79,0.84,0.78,0.80,0.80,0.78,0.83,0.78,0.79,0.30,0.29,0.31,0.29,0.30,0.34,0.33,0.35,0.33,0.34,0.92,0.90,0.96,0.89,0.92,0.90,0.87,0.94,0.86,0.89,0.09,0.08,0.09,0.08,0.09,0.11,0.11,0.12,0.11,0.11,0.16,0.72,4.77,1.00,1.00,1.00,1.00,N
1610,20994,2017-08-21_7.jpeg,2018-03-11_6.jpeg,1.28,1.67,0.81,1.75,1.37,1.11,1.47,0.75,1.54,1.22,0.52,0.60,0.41,0.61,0.54,0.47,0.55,0.40,0.58,0.50,0.80,0.78,0.83,0.78,0.79,0.81,0.79,0.83,0.78,0.80,0.34,0.33,0.35,0.33,0.34,0.33,0.32,0.33,0.32,0.32,0.90,0.87,0.94,0.86,0.89,0.91,0.88,0.94,0.87,0.90,0.11,0.11,0.12,0.11,0.11,0.11,0.10,0.11,0.10,0.11,0.19,0.58,3.90,1.00,2.00,1.00,0.50,N
1611,20994,2018-03-11_6.jpeg,2018-07-08_5.jpeg,1.11,1.47,0.75,1.54,1.22,0.56,0.77,0.38,0.81,0.63,0.47,0.55,0.40,0.58,0.50,0.28,0.34,0.21,0.35,0.30,0.81,0.79,0.83,0.78,0.80,0.88,0.87,0.91,0.86,0.88,0.33,0.32,0.33,0.32,0.32,0.40,0.40,0.42,0.39,0.40,0.91,0.88,0.94,0.87,0.90,0.93,0.91,0.96,0.90,0.92,0.11,0.10,0.11,0.10,0.11,0.16,0.16,0.17,0.16,0.16,0.14,0.72,4.82,2.00,1.00,1.00,0.50,N
1612,20994,2018-07-08_5.jpeg,2019-04-20_4.jpeg,0.56,0.77,0.38,0.81,0.63,0.87,1.01,0.47,1.03,0.84,0.28,0.34,0.21,0.35,0.30,0.42,0.47,0.34,0.47,0.43,0.88,0.87,0.91,0.86,0.88,0.82,0.81,0.84,0.81,0.82,0.40,0.40,0.42,0.39,0.40,0.49,0.48,0.49,0.48,0.48,0.93,0.91,0.96,0.90,0.92,0.76,0.72,0.87,0.72,0.77,0.16,0.16,0.17,0.16,0.16,0.24,0.23,0.24,0.23,0.23,0.15,0.67,4.51,1.00,1.00,1.00,1.00,N
1613,20994,2019-04-20_4.jpeg,2019-08-25_3.jpeg,0.87,1.01,0.47,1.03,0.84,1.59,1.90,0.54,2.01,1.51,0.42,0.47,0.34,0.47,0.43,0.42,0.50,0.24,0.51,0.42,0.82,0.81,0.84,0.81,0.82,0.86,0.84,0.90,0.84,0.86,0.49,0.48,0.49,0.48,0.48,0.39,0.38,0.40,0.38,0.38,0.76,0.72,0.87,0.72,0.77,0.89,0.87,0.96,0.87,0.90,0.24,0.23,0.24,0.23,0.23,0.15,0.14,0.16,0.14,0.15,0.15,0.53,3.80,1.00,2.00,1.00,0.50,N
1614,20994,2019-08-25_3.jpeg,2020-03-31_2.jpeg,1.59,1.90,0.54,2.01,1.51,0.59,0.73,0.37,0.73,0.60,0.42,0.50,0.24,0.51,0.42,0.32,0.38,0.27,0.37,0.34,0.86,0.84,0.90,0.84,0.86,0.86,0.84,0.87,0.84,0.85,0.39,0.38,0.40,0.38,0.38,0.44,0.43,0.45,0.44,0.44,0.89,0.87,0.96,0.87,0.90,0.86,0.82,0.91,0.82,0.85,0.15,0.14,0.16,0.14,0.15,0.20,0.19,0.20,0.19,0.19,0.21,0.35,2.34,2.00,0.00,0.00,1.00,N
1615,20994,2020-03-31_2.jpeg,2020-08-31_1.jpeg,0.59,0.73,0.37,0.73,0.60,0.78,1.12,0.53,1.13,0.89,0.32,0.38,0.27,0.37,0.34,0.32,0.42,0.26,0.41,0.35,0.86,0.84,0.87,0.84,0.85,0.87,0.85,0.89,0.85,0.87,0.44,0.43,0.45,0.44,0.44,0.41,0.40,0.41,0.40,0.40,0.86,0.82,0.91,0.82,0.85,0.92,0.89,0.95,0.89,0.91,0.20,0.19,0.20,0.19,0.19,0.16,0.16,0.17,0.16,0.16,0.22,0.38,2.42,1.00,6.00,1.00,0.17,N
1616,20995,2016-09-09_10.jpeg,2017-05-04_9.jpeg,1.21,2.52,1.59,2.58,1.97,1.21,2.85,1.92,2.90,2.22,0.24,0.41,0.30,0.41,0.34,0.25,0.46,0.34,0.46,0.38,0.93,0.90,0.92,0.90,0.92,0.92,0.88,0.91,0.89,0.90,0.61,0.60,0.61,0.60,0.60,0.46,0.45,0.46,0.45,0.46,0.98,0.97,0.98,0.97,0.97,0.99,0.97,0.98,0.97,0.98,0.37,0.36,0.37,0.36,0.37,0.22,0.20,0.21,0.20,0.21,0.13,0.78,5.39,6.00,6.00,6.00,1.00,N
1617,20995,2017-05-04_9.jpeg,2017-08-17_8.jpeg,1.21,2.85,1.92,2.90,2.22,1.42,2.72,1.69,2.86,2.17,0.25,0.46,0.34,0.46,0.38,0.33,0.53,0.40,0.54,0.45,0.92,0.88,0.91,0.89,0.90,0.89,0.85,0.88,0.85,0.87,0.46,0.45,0.46,0.45,0.46,0.43,0.42,0.43,0.42,0.43,0.99,0.97,0.98,0.97,0.98,0.98,0.97,0.98,0.97,0.98,0.22,0.20,0.21,0.20,0.21,0.19,0.18,0.19,0.18,0.18,0.12,0.82,5.65,6.00,7.00,6.00,0.86,N
1618,20995,2017-08-17_8.jpeg,2018-03-13_7.jpeg,1.42,2.72,1.69,2.86,2.17,0.98,2.19,1.48,2.29,1.74,0.33,0.53,0.40,0.54,0.45,0.27,0.46,0.34,0.47,0.38,0.89,0.85,0.88,0.85,0.87,0.90,0.86,0.89,0.86,0.88,0.43,0.42,0.43,0.42,0.43,0.40,0.38,0.40,0.38,0.39,0.98,0.97,0.98,0.97,0.98,0.99,0.97,0.98,0.97,0.98,0.19,0.18,0.19,0.18,0.18,0.16,0.14,0.16,0.14,0.15,0.16,0.73,5.16,7.00,4.00,4.00,0.57,N
1619,20995,2018-03-13_7.jpeg,2018-07-04_6.jpeg,0.98,2.19,1.48,2.29,1.74,1.04,1.96,1.21,2.07,1.57,0.27,0.46,0.34,0.47,0.38,0.27,0.45,0.33,0.44,0.38,0.90,0.86,0.89,0.86,0.88,0.91,0.86,0.89,0.87,0.88,0.40,0.38,0.40,0.38,0.39,0.43,0.42,0.42,0.42,0.42,0.99,0.97,0.98,0.97,0.98,0.99,0.98,0.98,0.97,0.98,0.16,0.14,0.16,0.14,0.15,0.18,0.17,0.18,0.17,0.18,0.21,0.51,3.66,4.00,3.00,2.00,0.50,Y
1620,20995,2018-07-04_6.jpeg,2019-03-25_5.jpeg,1.04,1.96,1.21,2.07,1.57,1.25,2.68,1.69,2.74,2.09,0.27,0.45,0.33,0.44,0.38,0.24,0.42,0.30,0.43,0.35,0.91,0.86,0.89,0.87,0.88,0.93,0.90,0.92,0.90,0.91,0.43,0.42,0.42,0.42,0.42,0.57,0.56,0.57,0.56,0.57,0.99,0.98,0.98,0.97,0.98,0.99,0.97,0.98,0.97,0.98,0.18,0.17,0.18,0.17,0.18,0.33,0.32,0.33,0.32,0.32,0.19,0.70,4.91,3.00,3.00,2.00,0.67,N
1621,20995,2019-03-25_5.jpeg,2019-05-05_4.jpeg,1.25,2.68,1.69,2.74,2.09,1.43,2.83,1.78,2.95,2.24,0.24,0.42,0.30,0.43,0.35,0.33,0.53,0.39,0.54,0.45,0.93,0.90,0.92,0.90,0.91,0.89,0.85,0.88,0.85,0.87,0.57,0.56,0.57,0.56,0.57,0.44,0.43,0.44,0.43,0.43,0.99,0.97,0.98,0.97,0.98,0.98,0.97,0.98,0.97,0.98,0.33,0.32,0.33,0.32,0.32,0.20,0.18,0.19,0.18,0.19,0.15,0.84,5.72,3.00,1.00,1.00,0.33,N
1622,20995,2019-05-05_4.jpeg,2019-08-26_3.jpeg,1.43,2.83,1.78,2.95,2.24,1.26,2.39,1.39,2.38,1.86,0.33,0.53,0.39,0.54,0.45,0.29,0.49,0.34,0.46,0.39,0.89,0.85,0.88,0.85,0.87,0.91,0.87,0.89,0.87,0.89,0.44,0.43,0.44,0.43,0.43,0.49,0.48,0.49,0.48,0.49,0.98,0.97,0.98,0.97,0.98,0.99,0.97,0.98,0.97,0.98,0.20,0.18,0.19,0.18,0.19,0.24,0.23,0.24,0.23,0.24,0.14,0.79,5.31,1.00,1.00,1.00,1.00,N
1623,20995,2019-08-26_3.jpeg,2020-03-31_2.jpeg,1.26,2.39,1.39,2.38,1.86,1.18,2.56,1.65,2.65,2.01,0.29,0.49,0.34,0.46,0.39,0.24,0.42,0.30,0.43,0.35,0.91,0.87,0.89,0.87,0.89,0.93,0.89,0.92,0.89,0.91,0.49,0.48,0.49,0.48,0.49,0.54,0.53,0.54,0.53,0.54,0.99,0.97,0.98,0.97,0.98,0.99,0.97,0.98,0.97,0.98,0.24,0.23,0.24,0.23,0.24,0.29,0.28,0.29,0.28,0.29,0.17,0.75,4.55,3.00,1.00,1.00,0.33,N
1624,20995,2020-03-31_2.jpeg,2020-08-31_1.jpeg,1.18,2.56,1.65,2.65,2.01,1.64,2.72,1.64,2.91,2.23,0.24,0.42,0.30,0.43,0.35,0.47,0.64,0.46,0.66,0.56,0.93,0.89,0.92,0.89,0.91,0.83,0.80,0.84,0.80,0.82,0.54,0.53,0.54,0.53,0.54,0.39,0.38,0.39,0.38,0.39,0.99,0.97,0.98,0.97,0.98,0.98,0.97,0.98,0.96,0.97,0.29,0.28,0.29,0.28,0.29,0.15,0.14,0.15,0.14,0.15,0.12,0.84,5.47,1.00,1.00,1.00,1.00,N
1625,20996,2016-09-09_9.jpeg,2017-05-04_8.jpeg,2.34,3.83,2.74,4.09,3.25,2.01,2.92,1.71,3.23,2.47,0.71,0.94,0.80,0.97,0.85,0.51,0.64,0.47,0.66,0.57,0.77,0.73,0.75,0.72,0.74,0.83,0.81,0.84,0.81,0.82,0.48,0.47,0.48,0.47,0.48,0.49,0.48,0.49,0.48,0.49,0.95,0.92,0.94,0.91,0.93,0.97,0.96,0.98,0.96,0.97,0.23,0.22,0.23,0.22,0.23,0.24,0.23,0.24,0.23,0.24,0.20,0.60,3.74,1.00,3.00,1.00,0.33,N
1626,20996,2017-05-04_8.jpeg,2017-08-17_7.jpeg,2.01,2.92,1.71,3.23,2.47,1.71,2.50,1.48,2.86,2.14,0.51,0.64,0.47,0.66,0.57,0.39,0.53,0.40,0.54,0.47,0.83,0.81,0.84,0.81,0.82,0.88,0.85,0.87,0.85,0.86,0.49,0.48,0.49,0.48,0.49,0.52,0.51,0.52,0.51,0.51,0.97,0.96,0.98,0.96,0.97,0.98,0.97,0.98,0.96,0.97,0.24,0.23,0.24,0.23,0.24,0.27,0.26,0.27,0.26,0.26,0.18,0.62,3.82,3.00,2.00,2.00,0.67,N
1627,20996,2017-08-17_7.jpeg,2018-03-13_6.jpeg,1.71,2.50,1.48,2.86,2.14,1.94,2.60,1.53,3.15,2.30,0.39,0.53,0.40,0.54,0.47,0.46,0.57,0.43,0.62,0.52,0.88,0.85,0.87,0.85,0.86,0.85,0.83,0.85,0.82,0.84,0.52,0.51,0.52,0.51,0.51,0.50,0.49,0.50,0.49,0.49,0.98,0.97,0.98,0.96,0.97,0.97,0.96,0.98,0.96,0.97,0.27,0.26,0.27,0.26,0.26,0.25,0.24,0.25,0.24,0.24,0.23,0.52,2.82,2.00,3.00,1.00,0.33,Y
1628,20996,2018-03-13_6.jpeg,2018-07-08_5.jpeg,1.94,2.60,1.53,3.15,2.30,1.52,2.26,1.32,2.38,1.87,0.46,0.57,0.43,0.62,0.52,0.41,0.52,0.40,0.54,0.47,0.85,0.83,0.85,0.82,0.84,0.86,0.84,0.86,0.84,0.85,0.50,0.49,0.50,0.49,0.49,0.51,0.51,0.51,0.50,0.51,0.97,0.96,0.98,0.96,0.97,0.97,0.96,0.98,0.96,0.96,0.25,0.24,0.25,0.24,0.24,0.26,0.26,0.26,0.25,0.26,0.21,0.46,2.67,3.00,3.00,2.00,0.67,N
1629,20996,2018-07-08_5.jpeg,2019-04-20_4.jpeg,1.52,2.26,1.32,2.38,1.87,1.32,1.83,1.08,1.94,1.54,0.41,0.52,0.40,0.54,0.47,0.41,0.50,0.39,0.50,0.45,0.86,0.84,0.86,0.84,0.85,0.85,0.83,0.85,0.83,0.84,0.51,0.51,0.51,0.50,0.51,0.50,0.50,0.51,0.50,0.50,0.97,0.96,0.98,0.96,0.96,0.95,0.94,0.96,0.93,0.95,0.26,0.26,0.26,0.25,0.26,0.25,0.25,0.26,0.25,0.25,0.12,0.78,5.18,3.00,2.00,2.00,0.67,N
1630,20996,2019-04-20_4.jpeg,2019-08-25_3.jpeg,1.32,1.83,1.08,1.94,1.54,1.09,1.38,0.80,1.64,1.23,0.41,0.50,0.39,0.50,0.45,0.35,0.42,0.33,0.46,0.39,0.85,0.83,0.85,0.83,0.84,0.88,0.85,0.87,0.85,0.86,0.50,0.50,0.51,0.50,0.50,0.49,0.48,0.49,0.48,0.49,0.95,0.94,0.96,0.93,0.95,0.97,0.96,0.98,0.95,0.97,0.25,0.25,0.26,0.25,0.25,0.24,0.23,0.24,0.23,0.24,0.14,0.86,5.78,2.00,3.00,2.00,0.67,N
1631,20996,2019-08-25_3.jpeg,2020-03-31_2.jpeg,1.09,1.38,0.80,1.64,1.23,1.35,2.27,1.55,2.30,1.87,0.35,0.42,0.33,0.46,0.39,0.47,0.69,0.56,0.65,0.59,0.88,0.85,0.87,0.85,0.86,0.83,0.77,0.80,0.79,0.80,0.49,0.48,0.49,0.48,0.49,0.48,0.48,0.49,0.47,0.48,0.97,0.96,0.98,0.95,0.97,0.97,0.94,0.96,0.94,0.95,0.24,0.23,0.24,0.23,0.24,0.23,0.23,0.24,0.23,0.23,0.11,0.86,5.95,9.00,7.00,6.00,0.67,N
1632,20996,2020-03-31_2.jpeg,2020-08-31_1.jpeg,1.35,2.27,1.55,2.30,1.87,1.39,1.71,1.01,2.15,1.57,0.47,0.69,0.56,0.65,0.59,0.42,0.50,0.39,0.56,0.47,0.83,0.77,0.80,0.79,0.80,0.86,0.83,0.85,0.82,0.84,0.48,0.48,0.49,0.47,0.48,0.50,0.49,0.50,0.49,0.49,0.97,0.94,0.96,0.94,0.95,0.97,0.96,0.98,0.95,0.97,0.23,0.23,0.24,0.23,0.23,0.25,0.24,0.25,0.24,0.24,0.15,0.76,5.13,7.00,9.00,6.00,0.67,N
1633,20999,2016-09-09_9.jpeg,2017-05-04_8.jpeg,1.75,3.03,1.97,3.23,2.50,1.83,3.49,2.63,3.80,2.94,0.55,0.77,0.61,0.79,0.68,0.59,0.83,0.71,0.88,0.75,0.81,0.75,0.79,0.76,0.78,0.80,0.75,0.77,0.75,0.77,0.48,0.46,0.48,0.46,0.47,0.44,0.42,0.43,0.42,0.43,0.97,0.94,0.96,0.94,0.95,0.96,0.92,0.94,0.91,0.93,0.23,0.22,0.23,0.21,0.22,0.19,0.18,0.19,0.18,0.18,0.08,0.90,6.08,9.00,9.00,8.00,0.89,N
1634,20999,2017-05-04_8.jpeg,2017-08-17_7.jpeg,1.83,3.49,2.63,3.80,2.94,1.58,2.71,1.87,2.95,2.28,0.59,0.83,0.71,0.88,0.75,0.51,0.70,0.57,0.73,0.63,0.80,0.75,0.77,0.75,0.77,0.82,0.78,0.81,0.78,0.80,0.44,0.42,0.43,0.42,0.43,0.44,0.43,0.44,0.43,0.44,0.96,0.92,0.94,0.91,0.93,0.96,0.93,0.95,0.92,0.94,0.19,0.18,0.19,0.18,0.18,0.20,0.18,0.20,0.19,0.19,0.14,0.86,5.85,9.00,6.00,6.00,0.67,N
